1131.18	1118.36	1113.54	1116.99	1120.42	1124.46	1121.44	1130.4
1091.27	1089.09	1082.64	1075.68	1072.3	1074.52	1081.01	1087.94
1018.45	1029.51	1038.18	1039.47	1034.09	1025.22	1017.46	1013.88
1009.83	1018.76	1027.82	1032.04	1028.51	1019.24	1010.09	1006.22
1007.19	1016.27	1025.52	1029.57	1026.11	1017.12	1007.79	1003.65
1005.64	1014.88	1023.95	1027.6	1023.75	1014.59	1005.43	1001.7
1002	1011.18	1020.69	1025.56	1022.42	1013.01	1002.98	998.579
1001.16	1010.35	1019.96	1024.43	1021.19	1012.1	1002.41	997.852
998.474	1008.06	1017.6	1021.58	1017.72	1008.23	998.599	994.53
996.522	1006.11	1015.76	1020.11	1016.61	1006.98	997.112	992.678
994.781	1004.12	1013.77	1018.15	1015.14	1005.76	995.776	991.302
992.68	1002.02	1012.08	1017.03	1014.05	1004.82	994.678	989.617
990.607	1000.25	1010.44	1015.26	1012.11	1003.06	992.711	987.232
987.515	996.773	1007.16	1012.68	1010.23	1001.11	990.687	985.036
986.158	994.668	1004.81	1010.64	1008.82	1000.4	990.212	984.263
985.242	993.452	1002.81	1008.47	1006.77	998.24	988.227	983.063
981.152	990.562	1001.25	1007.05	1004.88	995.788	985.007	978.89
980.21	989.814	1000.53	1006.13	1003.42	993.95	983.164	977.434
977.006	986.473	997.051	1002.53	999.653	990.053	979.434	974.022
974.396	983.921	994.535	1000.04	997.296	987.894	977.329	971.69
974.279	983.682	994.145	999.574	996.891	987.613	977.087	971.526
972.907	982.184	992.576	998.042	995.468	986.315	975.857	970.266
970.368	979.288	990.151	996.764	995.048	985.975	975.002	968.578
969.915	978.899	989.426	995.655	993.794	984.9	974.084	967.729
967.799	977.24	987.876	993.525	990.971	981.662	970.959	965.177
964.663	974.326	985.502	991.636	989.236	979.72	968.595	962.438
963.029	972.28	983.05	988.812	986.375	977.257	966.585	960.652
961.438	971.042	981.772	987.703	985.395	976.108	965.185	959.066
