-0.538576	0.695846
-0.553173	0.692468
-0.546948	0.700983
-0.537212	0.704188
-0.543821	0.702105
-0.562345	0.709628
-0.552647	0.708436
-0.543769	0.703071
-0.545793	0.711274
-0.531107	0.704428
-0.543821	0.702105
-0.547686	0.704914
-0.545793	0.711274
-0.545793	0.711274
-0.552316	0.725988
-0.537781	0.714987
-0.532843	0.711231
-0.538525	0.716985
-0.538525	0.716985
-0.527727	0.709878
-0.533227	0.700098
-0.542189	0.701211
-0.539381	0.708845
-0.539381	0.708845
-0.544948	0.716159
-0.534565	0.711224
-0.530385	0.716478
-0.535697	0.719072
-0.529028	0.7384
-0.525688	0.722015
-0.526383	0.707924
-0.529299	0.707196
-0.527212	0.716905
-0.52068	0.722233
-0.526383	0.707924
-0.536349	0.69817
-0.536349	0.69817
-0.536082	0.700127
-0.532112	0.702786
-0.538179	0.711782
-0.52892	0.705806
-0.524805	0.70452
-0.530388	0.710337
-0.521646	0.722631
-0.519762	0.714096
-0.515196	0.702739
-0.524796	0.711942
-0.520828	0.718728
-0.515326	0.728848
-0.511196	0.710414
-0.520178	0.698897
-0.51958	0.704554
-0.526632	0.710033
-0.519762	0.714096
-0.509792	0.707767
-0.513594	0.702935
-0.538576	0.695846
-0.54371	0.692235
-0.542265	0.698443
-0.537557	0.695988
-0.544592	0.705892
-0.531107	0.704428
-0.524415	0.699089
-0.529299	0.707196
-0.530628	0.704108
-0.529277	0.706514
-0.527798	0.696525
-0.528343	0.704075
-0.521513	0.70816
-0.518222	0.709715
-0.523957	0.70425
-0.517579	0.693244
-0.520178	0.698897
-0.51958	0.704554
-0.508905	0.705913
-0.485581	0.701983
-0.507208	0.699392
-0.526512	0.693607
-0.524415	0.699089
-0.524415	0.699089
-0.524415	0.699089
-0.524415	0.699089
-0.520178	0.698897
-0.528591	0.700649
-0.540943	0.689836
-0.549008	0.679578
-0.542265	0.698443
-0.548492	0.689829
-0.545904	0.702844
-0.531107	0.704428
-0.53711	0.698289
-0.542189	0.701211
-0.534565	0.711224
-0.52906	0.70256
-0.532917	0.694232
-0.533512	0.695811
-0.528507	0.709502
-0.521308	0.713104
-0.523957	0.70425
-0.529031	0.687833
-0.533512	0.695811
-0.524139	0.700755
-0.517223	0.708047
-0.505692	0.70058
-0.520178	0.698897
-0.524824	0.681136
-0.524824	0.686608
-0.530695	0.694519
-0.52299	0.701328
-0.521301	0.69134
-0.509991	0.682738
-0.524824	0.686608
-0.532917	0.694232
-0.532917	0.694232
-0.532917	0.694232
-0.532917	0.694232
-0.528835	0.695154
-0.524824	0.686608
-0.524824	0.686608
-0.532917	0.694232
-0.538576	0.695846
-0.553173	0.692468
-0.547604	0.704888
-0.545904	0.702844
-0.553792	0.718301
-0.545358	0.715481
-0.541065	0.704608
-0.546147	0.721498
-0.543475	0.725502
-0.527874	0.718439
-0.533177	0.707195
-0.536165	0.712075
-0.531086	0.722557
-0.517973	0.724231
-0.515736	0.719844
-0.527798	0.696525
-0.530081	0.705614
-0.524796	0.711942
-0.519762	0.714096
-0.509936	0.715902
-0.515196	0.702739
-0.528675	0.687914
-0.533512	0.695811
-0.530628	0.704108
-0.521513	0.70816
-0.515756	0.707433
-0.505084	0.691759
-0.52357	0.690389
-0.543735	0.67633
-0.543281	0.689679
-0.533512	0.695811
-0.52906	0.70256
-0.524139	0.700755
-0.521301	0.69134
-0.524824	0.681136
-0.529031	0.687833
