1027.01	1024.42	1026.25	1033.41	1030.54	1023.68	1025.88	1024.57
1009.79	1017.5	1026.25	1033.41	1029.64	1018.83	1011.7	1009.86
1009.1	1014.24	1026.25	1032.08	1028.3	1018.83	1010.25	1006.39
1006.17	1014.24	1024.78	1028.74	1025.23	1016.26	1007.01	1002.67
1005.02	1014.24	1023.82	1027.4	1023.42	1014.38	1005.29	1001.23
1001.52	1010.9	1020.85	1025.51	1022.23	1012.94	1003	998.287
1000.24	1009.53	1019.1	1023.56	1020.44	1011.5	1001.92	997.112
998.445	1007.99	1017.35	1021.42	1017.72	1008.2	998.545	994.478
996.522	1006.11	1015.76	1019.89	1016.13	1006.64	996.897	992.678
994.375	1003.87	1013.99	1018.82	1015.41	1005.9	995.779	991.025
992.198	1001.5	1011.48	1016.52	1013.74	1004.63	994.346	989.218
990.724	1000.1	1010.19	1015.18	1012.22	1003	992.806	987.565
987.461	997.009	1007.75	1013.52	1011.02	1001.62	990.692	984.785
985.92	994.609	1004.79	1010.54	1008.57	1000	989.769	983.901
984.602	993.078	1003.01	1008.51	1006.36	997.931	987.927	982.392
981.538	990.565	1001.49	1007.58	1005.6	996.544	985.704	979.545
978.883	988.595	999.428	1005.18	1002.88	993.346	982.278	976.245
977.022	986.66	997.471	1003.25	1000.37	990.638	979.915	974.339
974.649	984.237	994.995	1000.49	997.765	988.484	977.873	972.049
973.937	983.395	993.849	999.361	996.573	987.169	976.636	971.095
972.298	981.775	992.198	997.862	995.306	986.128	975.616	969.772
969.755	978.978	990.151	996.396	994.343	985.336	974.29	967.969
969.231	977.921	988.252	994.207	992.387	983.709	973.364	967.364
966.387	975.933	986.736	992.579	990.271	981.121	970.371	964.076
964.574	974.055	984.789	990.955	988.794	979.332	968.257	962.101
962.443	971.939	982.647	988.496	986.063	976.84	966.134	960.146
960.841	970.413	981.513	987.555	985.258	975.928	964.829	958.509
959.062	969.195	980.544	986.396	983.817	974.255	962.728	956.345
957.085	966.823	977.978	984.022	981.49	971.848	960.641	954.482
954.722	964.515	975.885	982.24	979.967	970.27	958.741	952.294
952.945	962.434	973.759	980.327	978.399	969.066	957.686	950.961
952.406	961.56	972.792	979.421	977.44	968.114	956.89	950.371
