-0.431298	0.539886
-0.439093	0.538425
-0.434357	0.541895
-0.429765	0.5417
-0.434737	0.543081
-0.458513	0.538633
-0.447395	0.553778
-0.438077	0.546078
-0.443642	0.555732
-0.429306	0.549504
-0.431298	0.539886
-0.447395	0.553778
-0.434066	0.554285
-0.447395	0.553778
-0.446814	0.564934
-0.434306	0.560069
-0.43341	0.548017
-0.426911	0.557565
-0.433197	0.566108
-0.426911	0.557565
-0.431298	0.539886
-0.432884	0.544317
-0.43	0.541915
-0.43341	0.548017
-0.434066	0.554285
-0.430608	0.558163
-0.431478	0.551488
-0.426605	0.557624
-0.425696	0.571158
-0.422032	0.557306
-0.42328	0.540766
-0.419148	0.549579
-0.419148	0.549579
-0.420755	0.558892
-0.418494	0.549742
-0.431298	0.539886
-0.431856	0.53789
-0.429765	0.5417
-0.4282	0.547499
-0.4282	0.547499
-0.429306	0.549504
-0.428101	0.547646
-0.426911	0.557565
-0.42395	0.558167
-0.421541	0.557703
-0.42018	0.543275
-0.418512	0.550048
-0.419661	0.560497
-0.404842	0.571199
-0.418386	0.549782
-0.417884	0.542637
-0.417884	0.542637
-0.417884	0.542637
-0.414362	0.54777
-0.414362	0.54777
-0.417884	0.542637
-0.434138	0.533369
-0.434138	0.533369
-0.428737	0.542224
-0.431298	0.539886
-0.428737	0.542224
-0.429306	0.549504
-0.431298	0.539886
-0.428737	0.542224
-0.423273	0.555809
-0.423746	0.548185
-0.42328	0.540766
-0.420329	0.54517
-0.418549	0.550254
-0.413337	0.556264
-0.418494	0.549742
-0.417204	0.533045
-0.417204	0.533045
-0.410407	0.544798
-0.41214	0.542712
-0.394983	0.538657
-0.41214	0.542712
-0.423005	0.532793
-0.428737	0.542224
-0.428737	0.542224
-0.420329	0.54517
-0.414062	0.537991
-0.416167	0.532622
-0.428737	0.542224
-0.434455	0.532312
-0.452654	0.521226
-0.434357	0.541895
-0.43785	0.532119
-0.446854	0.544225
-0.434353	0.545958
-0.430795	0.540222
-0.434353	0.545958
-0.433058	0.554367
-0.426247	0.548881
-0.426744	0.532544
-0.429765	0.5417
-0.432884	0.544317
-0.419712	0.549954
-0.419148	0.549579
-0.418822	0.523345
-0.424925	0.538942
-0.420035	0.539186
-0.417884	0.542637
-0.41214	0.542712
-0.420035	0.539186
-0.427418	0.521874
-0.424635	0.529657
-0.426719	0.534524
-0.417272	0.539477
-0.416104	0.533275
-0.402558	0.520258
-0.416167	0.532622
-0.424659	0.527049
-0.42826	0.532759
-0.424925	0.538942
-0.424925	0.538942
-0.424925	0.538942
-0.424659	0.527049
-0.424659	0.527049
-0.424925	0.538942
-0.434455	0.532312
-0.459709	0.532267
-0.434353	0.545958
-0.447322	0.544412
-0.447395	0.553778
-0.438578	0.55265
-0.43341	0.548017
-0.437831	0.560105
-0.433197	0.566108
-0.426911	0.557565
-0.431286	0.542668
-0.431478	0.551488
-0.421257	0.560809
-0.421587	0.565314
-0.418431	0.550016
-0.423803	0.532234
-0.4282	0.547499
-0.4282	0.547499
-0.41741	0.558368
-0.413195	0.549077
-0.410407	0.544798
-0.42314	0.530685
-0.429288	0.533476
-0.428737	0.542224
-0.419062	0.548007
-0.412698	0.541103
-0.406468	0.534771
-0.417204	0.533045
-0.436478	0.526939
-0.43785	0.532119
-0.434353	0.545958
-0.426247	0.548881
-0.42018	0.543275
-0.416183	0.532056
-0.418822	0.523345
-0.427363	0.530381
