1	0.648629
2	0.634686
3	0.67386
4	0.670387
5	0.686893
6	0.682926
7	0.691606
8	0.689237
9	0.710025
10	0.76833
	*
1	0.632943
2	0.617043
3	0.664754
4	0.658644
5	0.679581
6	0.673066
7	0.689142
8	0.683307
9	0.776673
10	0.817458
	*
1	0.634634
2	0.620399
3	0.66355
4	0.658087
5	0.680765
6	0.675363
7	0.68422
8	0.684166
9	0.82943
10	0.762531
	*
1	0.650044
2	0.636504
3	0.672704
4	0.671972
5	0.691606
6	0.685576
7	0.692421
8	0.692901
9	0.750964
10	0.707173
	*
1	0.623302
2	0.608144
3	0.656524
4	0.652284
5	0.671998
6	0.664075
7	0.680426
8	0.778034
9	0.715489
10	0.886679
	*
1	0.615041
2	0.600057
3	0.644632
4	0.641031
5	0.66552
6	0.653705
7	0.671724
8	0.809427
9	0.828832
10	0.822563
	*
1	0.629351
2	0.614256
3	0.660821
4	0.653647
5	0.676191
6	0.668411
7	0.680099
8	0.768804
9	0.872253
10	0.6969
	*
1	0.632821
2	0.618344
3	0.65923
4	0.655601
5	0.672473
6	0.667487
7	0.684709
8	0.828037
9	0.709708
10	0.768326
	*
1	0.62911
2	0.613803
3	0.660511
4	0.653277
5	0.675913
6	0.668139
7	0.679825
8	0.846485
9	0.785897
10	0.698841
	*
1	0.644257
2	0.630127
3	0.671643
4	0.666825
5	0.683588
6	0.678282
7	0.691232
8	0.775677
9	0.715024
10	0.704618
	*
1	0.624856
2	0.612982
3	0.659295
4	0.655505
5	0.673581
6	0.662765
7	0.772184
8	0.677981
9	0.71103
10	0.876347
	*
1	0.614068
2	0.598992
3	0.645003
4	0.641627
5	0.665497
6	0.658652
7	0.810459
8	0.669346
9	0.82854
10	0.819284
	*
1	0.627992
2	0.612827
3	0.654914
4	0.650932
5	0.672705
6	0.666452
7	0.78051
8	0.680429
9	0.896121
10	0.697886
	*
1	0.609328
2	0.597264
3	0.639143
4	0.638266
5	0.663537
6	0.652903
7	0.813901
8	0.810319
9	0.702469
10	0.82319
	*
1	0.612503
2	0.5972
3	0.642182
4	0.637189
5	0.662811
6	0.653627
7	0.809564
8	0.816006
9	0.83272
10	0.689959
	*
1	0.629712
2	0.61542
3	0.656484
4	0.652694
5	0.669937
6	0.663931
7	0.760205
8	0.843901
9	0.711565
10	0.701118
	*
1	0.625792
2	0.611228
3	0.655046
4	0.650393
5	0.671685
6	0.661509
7	0.880647
8	0.679375
9	0.709083
10	0.791408
	*
1	0.628282
2	0.613815
3	0.657341
4	0.652641
5	0.673879
6	0.670899
7	0.85194
8	0.680295
9	0.78865
10	0.698189
	*
1	0.623292
2	0.607675
3	0.650574
4	0.649528
